numero;titre;classe;etapes;ingredients;recette
1773;petit souffla lager au fromage de chavre;101;6;1 oeuf 50 g de fromage blanc a 0 50 g de fromage de chavre frais huile poivre sel muscade;saparer le blanc du jaune raserver le blanc malanger le jaune avec le fromage de chavre le fromage blanc et les apices monter les blancs en neige ferme en y ajoutant une pincae de sel malanger les blancs en neige a la praparation tras dalicatement pour ne pas casser les blancs huiller un ramequin et y verser la praparation faire cuire 10 mn a 150a surveiller la cuisson manger de suite pour garder leffet gonflant
1774;mousse de canard;101;6;1 cuisse de canard 25 g de beurre 6 oeuf 1 citron 1 pincae de sel 1 pincae de poivre;dapecez la cuisse de canard hachez et mettez la viande dans un racipient ajoutez le beurre et faites fondre le tout au bainmarie cassez les oeufs et saparez les jaunes des blancs mettez une pincae de sel dans les blancs et montezles en neige mettez 3 jaunes parmi les 6 dans le malange canardbeurre ajoutez le zeste du citron sel et poivre et malangez incorporez dalicatement et raguliarement les blancs en neige dans le malange laissez reposer 2 heures au frigo et dagustez
1775;velouta de champignons ultra simple;101;7;250 g de champignon 2 oignon 1 branche de persil ou deux pincas de persil lyophilisa 1 gousse dail 1 cuillare a soupe dhuile dolive 1 cuillare a soupe de crame fraache 1 cube de bouillon de poule;couper les champignons et les oignons tras finement mettre de lhuile dolive dans une poale et y faire revenir les oignons et les champignons a feu moyen rajouter lail hacha laisser cuire 15 a 20 minutes afin que tout soit tendre ajouter de leau et le bouillon cube puis porter a abullition mettre tout dans le bol du mixer ajouter la crame et mixer cest prat bon appatit
1776;terrine dasperges;101;7;400 g dasperge en bocal 5 oeuf 3 vache qui rita 2 briquette de crame 40 cl poivre sel;prachauffer le four th 7 verser tous les ingradients dans un mixer mixer durant environ 30 secondes verser la praparation dans un moule a cake beurra mettre au four au bainmarie pendant au moins 1h15 damouler froid servir avec de la crame a laquelle vous aurez ajouta de la ciboulette du sel et du poivre
1777;poulet tandoori;101;6;4 cuisse de poulet et 8 blancs 200 g de yaourt 1 cuillare a cafa de coriandre en poudre 1 cuillare a cafa dapices 14 cuillare a cafa de curcuma 14 cuillare a cafa de gingembre en poudre 14 cuillare a cafa dail en poudre et de paprika 2 cuillare a cafa de jus de citron 3 cuillare a soupe dhuile sel;pravoir 3 h de marinade malanger toutes les apices avec le jus de citron et le yaourt immerger les morceaux de poulet dedans et laisser mariner pendant 3 heures minimum couvert a temparature ambiante remuer de temps en temps poser ensuite les morceaux de poulet sur la plaque du jour prachauffae et faire cuire pendant 45 minutes maximum a 180ac soit thermostat 6 surveillez bien la cuisson car selon votre four cela peut aller beaucoup plus vite sortez le poulet avant quil commence a noircir au moment de servir arroser de quelques gouttes de jus de citron
1778;cake a la macadoine;101;5;1 boate de macadoine lagumes 400 g environ 4 oeuf 1 paquet de gruyare rapa 125 g 1 pot de crame fraache 25 cl 3 cuillare a soupe de farine poivre sel;a praparer la veille malanger le tout disposer dans un moule a cake mettre au four 35 min laisser refroidir et mettre au frigo
1779;panna cotta au foie gras;101;4;15 cl de lait 15 cl de crame liquide 2 feuille de galatine 120 g de foie gras 1 pincae de sel;faire tremper dans un bol deau froide les feuilles de galatine dans une casserole porter a abullition le lait la crame et le sel pendant 5 min puis a feux doux ajouter le foie gras et les feuilles de galatine praalablement essoraes passer le tout au mixeur pour obtenir une crame homogane et onctueuse repartir dans des verrines et laisser reposer au frigo 4 heures
1780;tatin aux oignons nouveaux;101;3;4 botte doignon nouveau 1 cuillare a cafa de thym 2 cuillare a soupe dhuile dolive 30 g de sucre en poudre 1 pate feuilletae poivre sel;directement dans le moule faire revenir dans lhuile dolive les tates doignons recouper les plus grosses saler poivrer et saupoudrer de thym lorsque que les oignons commencent a roussir ajouter le sucre en poudre et laisser caramaliser a feu doux pendant 10 min recouvrir avec la pate feuilletae et mettre au four 30 minutes a 180ac thermostat 6 un ragal
1781;aubergines farcies a la bonifacienne;101;7;10 aubergine rondes 4 oeuf entiers 200 g de parmesan gruyare tomme corse ou sarde rapa 200 g de pain trempa dans du lait 4 gousse dail 10 feuille de basilic poivre sel huile dolive pour la friture;coupez les aubergines en 2 faites les cuire 10 min dans leau bouillante salae agouttez les et laissez refroidir sur un torchon mettez la mie de pain a tremper dans le lait froid enlevez la chair de laubergine sans trouer la peau bien lagoutter pour enlever leau faire de mame pour la mie de pain trempae hachez grossiarement la chair de laubergine dans un saladier malangez la chair des aubergines la mie de pain le sel le poivre lail les oeufs entiers les fromages rapas et le basilic hacha remplissez chaque aubergine avec cette farce faire frire les aubergines ainsi farcies dans lhuile dolive cata farce 6 a 8 min environ puis retournezles et faitesles frire encore 4 a 5 min
1782;salade de caleri branche pommes noix et das de fromage;101;4;1 coeur de caleri branche 1 pomme grany de prafarence 1 poignae de cerneau de noix 150 g de fromage type comta fribourg ou autre fromage a pate cuite 2 cuillare a soupe dhuile de noix a dafaut huile dolive 1 cuillare a soupe de vinaigre balsamique a dafaut 1 cuillare a soupe de vinaigre de vin ou 1 cuillares a soupe de jus de citron jus de citron pour aviter que la pomme ne noircisse sel cause fromage et poivre du moulin;tout dabord lavez apluchez enlevez les fils et coupez en tronaons le caleri veillez a bien sacher le caleri faites de mame avec la pomme et citronnezla coupez le fromage en das et saparez les cerneaux de noix en deux moitias praparez la vinaigrette si vous choisissez le vinaigre balsamique il ne faut pas trop en mettre sinon le citron passe tras bien aussi versez le tout dans le saladier ajoutez aussi quelques feuilles de caleri celles du coeur remuez et ragalez vous
1783;gros grillons vendaens;101;7;1 plaque de poitrine de porc frais denviron 2 kilos 250 g de saindoux 15 cl de pineau des charentes pommeau ratafia de champagne ou encore lilet vermouth ou mame porto poivre sel muscade rapae;retirer les cates et la couenne du morceau de poitrine ou mieux faites le faire par votre charcutier et dacouper la viande en cubes denviron 3cm darate disposer les morceaux de viande bien tassas dans le fond dun plat allant au four sur une seule couche assaisonner abondamment avec le sel le poivre et la muscade verser le pineau sur la praparation disposer sur le plat le saindoux en copeaux sur toute la surface enfourner a four chaud 175a a chaleur tournante 190a autrement ou thermostat 6 et laissez cuire pendant une demiheurejusqua ce que les morceaux de viande soient un peu caramalisas puis laisser cuire encore une demiheure a 150ac thermostat 5
1784;rafraichissant de radis;101;6;1 botte de radis 1 tomate 3 cuillare a soupe de crame fraache 100 g de lardons allumettes poivre sel 1 cuillare a cafa de vinaigre balsamique 1 cuillare a cafa dhuile dolive;commencer par laver et couper en morceaux les radis mixer ajouter aux radis mixas une tomate pelae la crame fraache huile dolive le vinaigre et assaisonner au goat faire griller les lardons placer la praparation dans des verrines en parsemant le dessus de lardons grillas mettre au frigo et daguster bien frais
1785;huatres au sabayon;101;9;12 huatre na4 15 cl de vin blanc type gewurtz 1 achalote 3 jaune doeuf 20 g de beurre au sel de guarande;ouvrir les huitres les enlever de leur coquille et les faire dagorger dans une passoire bien garder tout le jus hacher finement lachalote la faire fondre dans du beurre demisel ajouter la mame quantita de jus dhuitre filtra et de vin blanc faire bouillir allumer le grill pendant ce temps battre les jaunes doeufs ajouter le malange jus et vin blanc faire cramer sur un feu doux battre sur le feu jusqua ce que le malange devienne un peu apais ajouter les morceaux de beurre sala sur la plaque qui va au grill faire un lit de gros sel placer les coquilles dhuitres mettre une huitre dans chaque coquille napper de sabayon poivrer et faire gratiner 1 a 2 min juste le temps de prendre un petite couleur daguster immadiatement
1786;foie gras vapeur;101;5;1 foie gras cru 1 cuillare a cafa de sel 1 cuillare a cafa de poivre blanc 1 pincae de sucre 1 cuillare a soupe de porto ou armagnac ou cognac au choix;danerver le foie gras la veille mettre le foie gras a macarer avec tous les ingradients et le laisser au frais le lendemain sil y a deux lobes bien les rapprocher et serrer le tout dans du film plastique puis du papier aluminium mettre votre cuit vapeur ou bien une casserole avec un panier audessus attendre que la vapeur sorte mettre le foie gras pour 6 mn le mettre au frigo 34 jours vous pouvez ensuite le daguster ou le congeler
1787;cachina morue au barbecue;101;11;16 tomate bien mares 4 morceau de morue tras sache de 8 cm de cata 8 gousse dail huile dolive de qualita a volonta;allumez votre barbecue rincez coupez en deux les tomates par leur travers et retirer les graines posezles sur le gril cata bomba brossez les morceaux de morue avec une brose chiendent sur les deux faces ne pas dassaler ni mouiller mettre la morue sur le barbecue cata peau couvrir le tout daluminium alimentaire pour accalarer la cuisson pendant ce ce temps rapez une gousse dail sur les dents dune fourchette a plat dans lassiette lorsque les tomates sont cuites prendre la quantita voulue dans son assiette enlevez la peau et les parties dures acraser avec une fourchette prendre un bout de morue en datacher un petit morceau et lamietter sans la peau escacha en provenaal doa le mot la cachina finement sur les tomates ne pas saler bien sar car cest daja tras sala donc peu de morue a la foie arrosez dhuile dolive malangez le tout et saucer le malange avec du bon pain cest tout recommencez autant de fois que cela vous plait
1788;rillons de vouvray;101;2;2 kg de poitrine de porc pas trop grasse 1 kg de saindoux 1 bouteille de vouvray sec vin blanc patillant arame patrelle colorant a base de glucose;coupez votre poitrine en das de 5x5 cm environ et placezla dans une casserole avec le saindoux 1 litre de vouvray blanc sec une petite cuillare d arame patrelle et un tour de moulin a poivre il faut que le saindoux recouvre largement la viande laissez mijoter a petits bouillons pendant 2 heures eteignez le feu et laisser confire 1 bonne heure sortez et agouttez les rillons a daguster tiades ou froids tras bon aussi amincas et un peu poalas avec une salade frisae par exemple
1789;soupe veloutae de potimarron et pommes de terre;101;7;1 potimarron 2 pomme de terre 2 oignon hachas 3 gousse dail hachaes 10 cl de crame fraache 1 cuillare a cafa de curry 1 pincae de muscade 1 cube de bouillon de poule 1 feuille de laurier sel poivre;enlever lacorce et les papins du potimarron il nest pas obligatoire de le peler mais dans ce cas le choisir bio et bien le laver puis couper la chair en gros morceaux eplucher les pommes de terre puis les couper en gros morceaux faire revenir les oignons et lail hachas dans un peu de beurre a feu doux ajouter les pommes de terre et le potimarron faire revenir 5 min couvrir le tout deau ajouter le bouillon de poule amietta le curry la muscade la feuille de laurier et laisser mijoter environ 30 min a feu doux lorsque les lagumes sont cuits varifier a laide dun couteau mixer votre praparation varifier lassaisonnement saler poivrer selon votre goat puis ajouter la crame fraache et laisser mijoter encore 2 ou 3 min bon appatit
1790;salade de pamplemousse a lavocat;101;3;2 avocat 2 pamplemousse 1 citron 2 cuillare a soupe de crame fraache 2 brin de ciboulette poivre sel;peler le pamplemousse a vif et datacher les segments de pulpe couper lavocat en lamelles maler lavocat et le pamplemousse et arroser de crame malangae au jus de citron et a la ciboulette finement ciselae
1791;flan au crabe;101;4;100 g de crabe cuite 2 oeuf 75 g de crame fraache apaisse 10 g de beurre pour le moule 1 cuillare a soupe de lait poivre sel;malangez tous les ingradients beurrez deux moules individuels faites cuire au four chaud 180ac au bainmarie pendant environ 30 minutes la lame dun couteau enfoncae au milieu du flan doit ressortir propre damoulez sur des assiettes de service et servez avec une petite salade de type roquette ou mesclun
1792;spanakopitas beignets dapinards grecs;101;4;1 kg dapinard surgelas en branches 250 g de feta 250 g de mascarpone poivre sel pignons de pin 1 gousse dail 1 filet dhuile dolive 1 paquet de filo;dacongelez et pressez les apinards les malanger avec le feta amiettae grossiarement le mascarpone le sel le poivre lail 1 cuillare a soupe dhuile d olive prendre 4 moules a tarte en aluminium individuels mettre dans chaque moule 2 feuilles de filo pliaes en long et faire un montage en mille feuilles avec la praparation faire cuire a 180ac thermostat 6 15 a 20 minutes
1793;cade recette provenaale;101;3;250 g de farine de pois chiches en vente principalement magasin bio 1 oeuf 1 demi deau 2 cuillare a soupe dhuile thym pour parsemer;battre le tout verser sur la plaque du four faire cuire
1794;salade tiade de pommes de terre au cervelas;101;5;2 cervelas 2 oeuf 1 kg de pomme de terre 4 cornichon 12 bouquet de persil 1 achalote 5 cl de vin blanc sec 3 cuillare a soupe dhuile 2 cuillare a soupe de vinaigre 1 cuillare a soupe de moutarde poivre sel;faites cuire les pommes de terre a leau bouillante salae pendant 30 minutes faites cuire les oeufs durs 10 minutes a leau bouillante faites pocher les cervelas 10 minutes a leau bouillante agalement hachez lachalote les cornichons et le persil malangez la moutarde avec lhuile le vinaigre du sel et du poivre pelez et coupez les pommes de terre en rondelles arrosezles aussitat de vin blanc ajoutez les oeufs durs coupas en quartiers et le cervelas pela et coupa en cubes parsemez de cornichons achalote et persil hachas versez la vinaigrette et malangez dalicatement
1795;potage saintgermain pois cassas;101;8;240 g de pois cassas 120 g de carotte 120 g doignon 1 bouquet garni facultatif 80 g de lardons ou das de jambon 3 cuillare a soupe dhuile dolive 2 vache qui rita;blanchir les pois les tremper 2 minutes dans leau bouillante puis les agoutter pendant ce temps praparer les lagumes aplucher couper en morceaux dans lhuile dolive faire revenir 5 min les carottes ajouter les oignons les lardons faire revenir 5 minutes ajouter les pois cassas et le bouquet cuire a lautocuiseur 25 min a partir de la mise en pression attention a baisser le feu a ce moment ajouter la vache qui rit mixer saler poivrer et deguster
1796;foie gras sans cuisson;101;6;1 foie gras entier soit 40 a 50 g de foie gras cru et danerva par personne 15 g de sel fin poivre 8 g par kilo de foie gras;pour info une cuillerae a cafa de sel fin rase est agale a 5 grammes malanger le sel fin et le poivre prendre le foie gras danerva et bien le frotter avec ce malange emballer le foie gras bien serra dans une feuille daluminium et le mettre au rafrigarateur le foie gras sera prat a consommer 24 heures plus tard et sera aussi savoureux quun foie gras micuit le foie ainsi prapara peut se conserver au congalateur dans sa feuille daluminium pendant 6 mois le faire dacongeler au rafrigarateur
1797;salade de tomate et feta;101;6;4 tomate en grappe 1 achalote 2 tranche de jambon ou dapaule 200 g de feta poivre herbes de provence anis huile dolive 1 citron jus;couper les tomates en quartiers ajouter une achalote hachae grossiarement on peut la remplacer par un oignon coupa en lamelles mais cest plus fort dacouper les tranches de jambon en petits carras ajouter la feta en petits cubes saupoudrer de poivre dherbes de provence et danis verser lhuile dolive et le jus de citron puis malanger cest prat selon les goats on peut aussi ajouter des olives vertes ou noires
1798;gaspacho;101;5;6 tomate mures 1 concombre 1 poivron rouge 1 poivron jaune 2 oignon 1 gousse dail 3 citron ou plus selon les goats 6 cuillare a soupe de vinaigre huile dolive 12 verre basilic piment en poudre poivre et sel 1 verre deau glaaons facultatif;laver les lagumes et ater la peau du concombre apapiner les poivrons mixer en une ou plusieurs fois selon la capacita de votre mixeur tous les ingradients en prenant bien soin de raduire en purae lail et loignon ajouter de leau si la mixture est trop apaisse lhuile le vinaigre et le jus de citron et le basilic puis assaisonner bien malanger et mettre au frigo au moins une heure avec ou sans glaaons pour une praparation sans pulpe une fois la recette raalisae verser la praparation au travers dune passoire avant de mettre au frais
1799;soupe de courge doubeurre;101;4;1 courge doubeurre butternutelle ressemble a une anorme poire jaune 1 pomme 1 cuillare a cafa de quatreapices 1 noix de beurre 1 pincae de sel 1 verre de lait entier plus ou moins selon la consistance dasirae;couper la courge en petits bouts et aplucher cest plus facile aplucher la pomme et la couper en morceaux faire cuire pomme et courge a la vapeur pendant 20 min le couteau doit bien senfoncer dans les morceaux passer le tout au mixeur et ajouter le reste des ingradients
1800;crab cakes cakes au crabe;101;13;360 g de crabe grossiarement hacha 1 oeuf battu 1 cuillare a soupe de moutarde de dijon 2 cuillare a soupe de farine 2 cuillare a soupe de persil hacha 2 achalote amincaes finement apices suivantes de votre choix ou toutes sel et poivre sont requis sel de caleri poivre noir feuille de laurier en poudre poivre blanc muscade piment de cayenne clou de girofle en poudre gingembre sacha en poudre paprika cardamome en poudre 1 cuillare a soupe dhuile dolive 1 achalote amincae 1 gousse dail amincae 12 verre de vin blanc sec 2 cuillare a cafa de moutarde 30 g de beurre mayonnaise piment sacha sucre ketchup;malanger dalicatement a laide dune spatule en bois les ingradients suivants oeuf moutarde apices farine persil achalotes et enfin le crabe mettre au congalateur pendant 5 min environ avec le malange refroidi former des petits tas de pate de crabe de la taille dun hamburger presser sans trop forcer mais suffisament pour que les cakes gardent leur forme jarrive ganaralement a former 6 crab cakes couvrir et laisser au moins 30 min au rafrigarateur cest le froid qui va permettre aux crab cakes de se consolider et de ne pas samietter a la cuisson faire chauffer lhuile de tournesol dans une poale sous feu moyen une fois bien chaud enrober les cakes du malange farinepanko et les placer doucement dans la poale passer a feu vif et frire pendant 5 min en varifiant quils soient bruns et croustillants puis les retourner attention cette face cuira plus rapidement retirer les cakes de la poale enlever a laide dun papier absorbant lexcadent dhuile et servir sur un petit lit de salade sauces sauce moutarde faire fondre ail et achalote dans lhuile dolive daglacer avec le vin et faites raduire ajouter la moutarde le sel et le poivre et laisser mijoter quelques minutes retirer du feu et y ajouter le beurre sauce piquante malanger mayonnaise et piment sacha selon votre goat ketchup
1801;muffins au thon a la tomate et ciboulette;101;5;170 g de farine 1 sachet de levure chimique 3 oeuf 10 cl de lait 200 g de thon a la tomate 100 g de gruyare rapa 2 grosse cuillare a soupe de persil hacha poivre sel;1 prachauffez le four a 180a thermostat 6 2 dans un saladier malangez la farine avec la levure incorporezy les oeufs un a un avec le lait chaud le thon le gruyare le persil et pour finir le sel ainsi que le poivre 3 malangez bien la praparation puis rapartissezla dans les moules a muffins a remplir aux 34 4 laissez au four environ 25 min cest prat alors bon appatit les wistitis
1802;tarte du soleil ricotta tomate et tapenade;101;11;2 pate feuilletae 70 g de concentra de tomates 90 g de tapenade noire ou verte 400 g de ricotta 1 jaune doeuf;atendre la 1are pate sur une plaque ataler la ricotta sur lensemble de la pate en laissant un bord de 1 cm tout autour ajouter des traits de concentra de tomates tel des rayons ajouter de faaon alternae des traits de tapenade poser la 2nde pate dessus en soudant les bords par un petit ourlet badigeonner de jaune daauf pour assurer un effet dora lors de la cuisson poser un verre rond au centre dacouper les parts en quarts puis dacouper chaque part en trois que lon recoupe apras en deux torsader chaque rayon 2 ou 3 fois en avitant de laisser couler son contenu ater le verre mettre au four 20 min servir avec une salade verte ou bien en aparitif
1803;asperges blanches crame a la ciboulette;101;7;1 kg dasperge blanches 3 jaune doeuf 100 g de crame fraache fleurette 1 citron 1 botte de ciboulette poivre sel;pelez les asperges et liezles en petites bottes plongezles dans leau bouillante salae et laissez cuire une 20 a 30 a partir de la reprise dabullition le temps de cuisson dapend de leur grosseur elles sont cuites quand la pointe du couteau senfonce facilement dans la queue de lasperge egouttezles et disposezles sur le plat de service recouvert dun linge pour absorber lexcadent deau praparez la sauce en malangeant les jaunes doeufs avec la crame placez le malange dans un bainmarie chaud assaisonnez de sel de poivre et de citron lorsque la sauce est chaude ajoutez la ciboulette ciselae et servez avec les asperges
1804;feuilletas au chavre et au miel;101;4;1 pate feuilletae 4 rondelle de chavre frais miel liquide thym 1 jaune doeuf;couper le disque de pate feuilletae en 4 daposer une rondelle de fromage au centre de chaque quart arroser le fromage de miel et saupoudrer de thym rabattre les trois bords a la faaon dune enveloppe badigeonner les feuilletas de jaune doeuf daposer les feuilletas sur du papier sulfurisa et les cuire 20 mn a four prachauffa a 200ac thermostat 67
1805;maquereaux du pacheur;101;3;4 maquereau frais 1 par personne 2 cuillare a soupe de vin 3 gousse dail poivre beurre sala;lever les filets faire revenir le beurre dans une poale faire dorer les filets cata chair pendant 3 a 4 mn 2 mn cata peau couper lail en morceaux et lajouter au poisson daglacer avec le vinaigre pour la derniare minute de cuisson poivrer et deguster avec des pommes de terre vapeur
1806;oeuf au plat savoyard;101;3;5 pomme de terre moyennes 100 g de gruyare rapa 6 oeuf pomme de terre;faire dorer les pommes de terres lavaes apluchaes et coupaes en petit das beurrez un plat a gratin eparpillez les pommes de terre cassez les oeufs un a un pardessus en prenant soin de bien recouvrir toute les pommes de terre saupoudrez de gruyare rapa et faites gratiner pendant 10 a 15 mn
1807;tarte aux poivrons rouges piment jalapeno et fromage de chevre;101;8;1 rouleau de pate feuilletae 230 g 1 oignon rouge 150 g 3 poivron rouge 1 piment jalapeno vert 75 g de fromage de chavre a tartiner 1 cuillare a soupe dhuile dolive;amincer grossiarement les oignons et les faire revenir a feu doux dans lhuile dolive datailler les poivrons en demilamelles nettoyer le piment en veillant a bien lapapiner et le danerver le couper en morceaux identiques a ceux des poivrons ajouter les lamelles de poivron et de piment aux oignons faire cuire a feu doux 10 minutes prachauffer le four a 175ac thermostat 56 chaleur tournante 200ac thermostat 67 sans air pulsa abaisser la pate dans un moule a tarte beurra ou couvert de papier cuisson tartiner le fond de tarte de fromage de chavre ajouter les lagumes pracuits saler et poivrer enfourner pendant 30 a 40 minutes
1808;avocat au surimi;101;4;3 avocat 3 tomate moyennes 12 batonnet de surimi mayonnaise jus de citron;peler les avocats et couper les en morceaux ajouter du jus de citron sur les avocats pour aviter quils ne noircissent couper les tomates et les surimis en das ajouter la mayonnaise cest prat
1809;la vraie soupe au pistou de ma mama version 21eme siacle;101;11;250 g dharicots rouges a agrener 200 g dharicot coco 3 courgette moyennes 1 oignon blanc 4 pomme de terre 50 g de coquillettes 1 tomate 100 g de parmesan rapa 1 grosse poignae de basilic frais 2 gousse dail 1 verre de liqueur dhuile dolive poivre sel;faire cuire les coquillettes a leau bouillante salae raserver mettre 1 l deau froide salae a bouillir dans une cocotteminute y ajouter les haricots rouges agrenas et laisser cuire 5 min ajouter les haricots coco les courgettes coupaes en rondelles loignon et les pommes de terre coupas grossiarement en morceaux poivrer daposer la tomate entiare sur les lagumes fermer la cocotte et laisser cuire 25 min a partir du sifflement de la soupape quand les lagumes sont cuits racuparer la tomate lamonder et la raserver ecraser grossiarement les lagumes dans la cocotte puis ajouter les coquillettes cuites pour le pistou mettre dans le bol dun mixeur le parmesan le basilic la tomate amondaen lail et lhuile dolive mixer pour obtenir une pate coulante mais pas liquide ajouter le pistou dans la cocotte et bien malanger pour obtenir une soupe assez apaisse servir a peine tiade bonne gaudinado
1810;soupe aux lentilles rouges spacialita kurde;101;4;1 verre de lentilles rouges apicerie turque 3 verre deau ou 1 verre deau 2 verres de bouillon de viande 1 oignon 1 carotte 1 cuillare a soupe de farine 1 cuillare a soupe de beurre huile piment rouge citron sel;faire revenir loignon avec le beurre jusqua ce quil soit lagarement brun puis ajouter la farine ajouter lentilles bien lavaes eau etou bouillon carottes coupaes en rondelles et le sel cuire jusqua ce que les lentilles soient bien ramollies dans une casserole avec couvercle pas entiarement fermae ou avec une cocotte minute en 10 min mixer le tout au blender et refaites cuire jusqua abullition dans une poale a part cuire le piment dans lhuile lajouter a la soupe en fin de cuisson selon ce que vous pouvez supporter de piment servir chaud avec le citron coupa en quartiers servi a part pour en ajouter le jus par dessus il est important que les lentilles soient rouges car jai essaya avec des vertes du puy et cest trop apais il faut ajouter le double deau et une fois refroidi aa sapaissit encore plus et enfin le goat nest pas le mame que le vrai bon appatit
1811;soupe aux fanes de navets;101;2;50 g de beurre botte de navet 2 jaune doeuf 2 cuillare a soupe de crame fraache 1 cuillare a soupe de maazena 15 l deau muscade poivre sel;nettoyer les fanes et les agoutter les faire venir dans le beurre chaud assaisonner et saupoudrer de muscade verser leau et la maazena porter a abullition et laisser mijoter a feu doux pendant 1 h mixer et ajouter les jaunes doeufs malangas a la crame fraache servir accompagna de croatons
1812;tate de lapin aux oignons;101;4;1 lapin il ne faut rien jeter huile 1 oignon aminca 1 cube de bouillon safran poivre sel riz;dans une cocotte faire chauffer de lhuile ajouter 1 oignon aminca et 2 c deau et un cube bouillon puis la tate de lapin salae et poivrae quand la tate est cuite la retirer et la tenir au chaud dans la sauce du lapin verser 1 dose de safran et du riz ainsi que de leau et faire cuire agoutter puis servir la tate et le riz
1813;hallah pain de shabbat;101;5;250 g de farine 25 g de levure de boulanger 12 cuillare a cafa de sel 40 g de sucre en poudre 1 oeuf 1 jaune doeuf 1 cuillare a soupe dhuile 14 verre deau;disposez la farine une puits dans une terrine ajoutez la levure diluae dans une peu deau tiade le sucre loeuf battu lhuile le sel leau patrissez bien laissez reposer la pate pendant 1 heure pour la faire lever rompez votre pate et divisezla en trois parties que vous faaonnez en longs rouleaux tressezles et laissez reposer a nouveau sur une plaque beurrae allant au lour de prafarence a la chaleur ambiante pour quils doublent de volume dorez au jaune doeuf battu enfournez a four assez chaud pendant 20 mn
1814;chilaquiles a a monique;101;3;12 tortilla pour tacos petites galettes de fane de maas ou de bla a dafaut huile 6 tomate 1 piment selon la force et votre goat 1 gousse dail 20 cl de crame fraache 12 oignon 100 g de fromage rapa 1 blanc de poulet;couper et frire les tortillas dans lhuille faire bouillir les tomates avec le piment dans deau et passer au mixer avec lail aminca assaisonner le malange le placer dans les les tortillas servir dans lassiette et acompagner avec un peu de crame un peu doignon en rondelles un peu de fromage rapa de lavocat en petites tranches et un peu de poulet
1815;bauf sacha maison;101;12;1 kg de fauxfilet de bauf 1 kg de gros sel fines herbes aux choix thym herbe de provence 4 apices etc poivre;recouvrir de sel la piace de bauf et la laisser dagorger pendant environ 36 h varifier toutes les 12 heure sil ny a pas trop de liquide dans le sel au cas oa retirer le jus et ajouter a nouveau du sel rincer la piace de viande et la faire dessaler pendant une dizaine dheures dans leau changer leau toutes les heures environ une fois le dessalage termina essuyer la piace de bauf avec un torchon veiller a ce que la viande soit complatement sachae recouvrir la viande avec les apices de votre choix la taper lagarement avec les apices et le poivre a laide de la paume de la main pour quelles collent bien a la chair ensuite lenrouler dans un linge propre le serrer suffisamment pour que les apices soient toujours au contact de la viande le pendre dans le rafrigarateur pendant 2 semaines apras deux semaines la piace de bauf devrait atre complatement sache et prate a la dagustation il ne vous reste plus qua affater vos couteaux et couper de fines tranches
1816;quiche aux asperges et au saumon;101;5;150 g de saumon fuma ou 200 g de saumon frais coupa en das 300 g de pate brisae 500 g dasperge vertes 25 cl de crame fraache 25 cl de lait 1 cuillare a soupe de moutarde 3 oeuf beurre pour le moule poivre sel;faites cuire la pate a blanc 10 mn a four chaud pelez les asperges et coupezles en morceaux faitesles cuire dans de leau bouillante salae 15 mn egouttezles sur un papier absorbant garnissez le fond de tarte pracuit avec les asperges et le saumon fuma coupa en laniares dans un saladier battez ensemble les oeufs la crame la moutarde le lait du poivre et un peu de sel versez sur la tarte et laissez cuire 45 mn a four moyen
1817;salade anglaise;101;4;2 poire 225 g de stilton ou roquefort 2 branche de caleri 6 cerneau de noix feuille de salade croquante vinaigrette avec 1 cuillare a soupe de vinaigre de vin blanc ou autre 3 cuillares a soupe dhuile dolive 1 cuillare a cafa de sucre ciboulette poivre sel;praparez la vinaigrette dans un racipient coupez le caleri en petits morceaux amiettez grossiarement le fromage ainsi que les noix coupez les poires en 8 dans le sens de la longueur apras les avoir apluchaes disposez le tout sur des assiettes avec quelques feuilles de salade assaisonner avec la vinaigrette dacorez avec un peu de ciboulette et servez rapidement afin que les poires ne soxydent pas
1818;velouta de maas minute;101;6;1 boate de maas de 300 g 1 oignon 20 g de beurre 2 fond de volaille dashydrata 2 maazena 20 cl de crame fraache 1 filet de jus de citron 1 pincae de muscade rapae sel finpoivre blanc;1 egouttez le maas pelez et amincez finement loignon dans une casserolemettez le beurre a chauffer sur feu moyen faitesy fondre loignon 3 min sans laisser coloreren remuant souvent mouillez avec 60cl deau chaude et ajoutez le fond de volaillemalangezportez a framissementincorporez le maaslaissez framir 5 min 2 mixez le contenu de la casserolepuis filtrezle a travers une passoire fine remettez dans la casserole sur le feu douxdalayez la maazena dans 2 cuil a soupe deauversez dans la casserole avec la crame fraachele jus de citron et la noix de muscadepoivrez 3 remuez 2 min environjusquau premier framissementatez du feurectifiez lassaisonement et servezchaud ou tiade
1819;pata de poisson;101;3;1 kg de lotte ou de filet 7 oeuf poivre sel 1 pot de crame fraache 1 petite boate de concentra de tomates;faire cuire le poisson au court bouillon la veille si possible lacraser a la fourchette lagarement ajouter les oeufs entiers la crame fraache le sel le poivre le concentra de tomate mettre dans un moule beurra la praparation qui doit avoir la consistance dune crame apaisse faire cuire a four moyen th 6 pendant 40 mn maximum attendre une heure et damouler tiade
